url,name,ingredient
https://www.simplyrecipes.com/recipes/shoofly_pie/,Shoofly Pie,3/4 cup (160g) hot water (from the tap is fine)
https://www.simplyrecipes.com/recipes/shoofly_pie/,Shoofly Pie,1/2 teaspoon baking soda
https://www.simplyrecipes.com/recipes/chocolate_banana_bread/,Chocolate Banana Bread,3 large ripe bananas (ripe and easily mashable)
https://www.simplyrecipes.com/recipes/chocolate_banana_bread/,Chocolate Banana Bread,1/3 cup (76g) melted butter
https://www.simplyrecipes.com/recipes/chocolate_banana_bread/,Chocolate Banana Bread,"3/4 cup (161g) brown sugar (packed, light or dark)"
https://www.simplyrecipes.com/recipes/chocolate_banana_bread/,Chocolate Banana Bread,1 teaspoon salt (1/2 teaspoon if using salted butter)
https://www.simplyrecipes.com/recipes/chocolate_banana_bread/,Chocolate Banana Bread,1 large egg
https://www.simplyrecipes.com/recipes/chocolate_banana_bread/,Chocolate Banana Bread,1 teaspoon vanilla extract
https://www.simplyrecipes.com/recipes/chocolate_banana_bread/,Chocolate Banana Bread,1 1/4 cups (175g) all-purpose flour
https://www.simplyrecipes.com/recipes/chocolate_banana_bread/,Chocolate Banana Bread,1/4 cup (21g) natural unsweetened cocoa powder
https://www.simplyrecipes.com/recipes/chocolate_banana_bread/,Chocolate Banana Bread,1/2 teaspoon baking soda
https://www.simplyrecipes.com/recipes/chocolate_banana_bread/,Chocolate Banana Bread,1/4 teaspoon ground allspice
https://www.simplyrecipes.com/recipes/chocolate_banana_bread/,Chocolate Banana Bread,1/2 cup (100g) semi-sweet chocolate chips
https://www.simplyrecipes.com/recipes/peanut_butter_chocolate_chip_banana_bread/,Peanut Butter Chocolate Chip Banana Bread,2 to 3 very ripe bananas
https://www.simplyrecipes.com/recipes/peanut_butter_chocolate_chip_banana_bread/,Peanut Butter Chocolate Chip Banana Bread,1/3 cup (74g) melted unsalted butter
https://www.simplyrecipes.com/recipes/peanut_butter_chocolate_chip_banana_bread/,Peanut Butter Chocolate Chip Banana Bread,"1/2 cup milk, (whole, 2 percent or even a nut milk works)"
https://www.simplyrecipes.com/recipes/peanut_butter_chocolate_chip_banana_bread/,Peanut Butter Chocolate Chip Banana Bread,1 large egg
https://www.simplyrecipes.com/recipes/peanut_butter_chocolate_chip_banana_bread/,Peanut Butter Chocolate Chip Banana Bread,1 teaspoon vanilla extract
https://www.simplyrecipes.com/recipes/peanut_butter_chocolate_chip_banana_bread/,Peanut Butter Chocolate Chip Banana Bread,1 cup (200g) sugar
https://www.simplyrecipes.com/recipes/peanut_butter_chocolate_chip_banana_bread/,Peanut Butter Chocolate Chip Banana Bread,1/2 cup (113g) creamy peanut butter
https://www.simplyrecipes.com/recipes/peanut_butter_chocolate_chip_banana_bread/,Peanut Butter Chocolate Chip Banana Bread,1/2 teaspoon baking soda
https://www.simplyrecipes.com/recipes/peanut_butter_chocolate_chip_banana_bread/,Peanut Butter Chocolate Chip Banana Bread,Pinch kosher salt
https://www.simplyrecipes.com/recipes/peanut_butter_chocolate_chip_banana_bread/,Peanut Butter Chocolate Chip Banana Bread,"1/2 teaspoon cinnamon, optional"
https://www.simplyrecipes.com/recipes/peanut_butter_chocolate_chip_banana_bread/,Peanut Butter Chocolate Chip Banana Bread,1 1/2 cups (191g) all-purpose flour
https://www.simplyrecipes.com/recipes/peanut_butter_chocolate_chip_banana_bread/,Peanut Butter Chocolate Chip Banana Bread,3/4 cup (143g) chocolate chips
https://www.simplyrecipes.com/recipes/apple_coffee_cake/,Apple Coffee Cake,2 cups (280g) all-purpose flour
https://www.simplyrecipes.com/recipes/apple_coffee_cake/,Apple Coffee Cake,2 teaspoons baking powder
https://www.simplyrecipes.com/recipes/apple_coffee_cake/,Apple Coffee Cake,1 teaspoon salt
https://www.simplyrecipes.com/recipes/apple_coffee_cake/,Apple Coffee Cake,1/4 cup (50g) white granulated sugar plus 2 tablespoons sugar
https://www.simplyrecipes.com/recipes/apple_coffee_cake/,Apple Coffee Cake,1 teaspoon ground cinnamon
https://www.simplyrecipes.com/recipes/apple_coffee_cake/,Apple Coffee Cake,"10 tablespoons (140g) unsalted butter, room temperature"
